public_owner_id,voice_id,date_unix,name,accent,gender,age,descriptive,use_case,category,language,description,preview_url,usage_character_count_1_y,usage_character_count_7_d,play_api_usage_character_count_1_y,cloned_by_count,rate,free_users_allowed,live_moderation_enabled,featured,notice_period,instagram_username,twitter_username,youtube_username,tiktok_username,image_url
f5248a581cb94c9bd4d00bf9460db3aecba20866d7af85aad71396e96abab76c,SfsSbS0dbG2xzhuUuDWr,1706074322,Сергей,american,female,old,cute,,generated,,Old American woman with a kind and sweet voice. Great for storytelling and shorts.,https://storage.googleapis.com/eleven-public-prod/sr5K1y3DOSVaGS5KIqhGn1jmdZI2/voices/SfsSbS0dbG2xzhuUuDWr/862666a6-0976-4249-85c4-5a3d61355f9d.mp3,135519,1248,0,39,1.0,True,False,False,,,,,,
a8191b2827241867444bfc070ec8692bd9d53f97a252a9349179439512db1892,bRp2SymzfuLvibautVoX,1705976128,Sybil ,australian,female,old,casual,conversational,generated,,An old female voice with an Australian accent. Good for conversations.,https://storage.googleapis.com/eleven-public-prod/LPSMwp0QPIPEu76c5UE6a2Tg6kU2/voices/bRp2SymzfuLvibautVoX/eb9ad599-df42-4447-8d85-b19ac1333018.mp3,151713,681,0,80,1.0,True,False,False,,,,,,
a8191b2827241867444bfc070ec8692bd9d53f97a252a9349179439512db1892,jyT8jhJpDl8Qk8zKi8Bw,1705648950,"Preeti -- Husky, sophisticated confident",indian,female,old,confident,characters_animation,generated,,"Old Indian woman with a luxurious, rich, polished voice. Great for character in a story.",https://storage.googleapis.com/eleven-public-prod/LPSMwp0QPIPEu76c5UE6a2Tg6kU2/voices/jyT8jhJpDl8Qk8zKi8Bw/f2b522e0-df25-4211-8d5f-6147f7352431.mp3,3734284,63612,0,1132,1.0,True,False,False,,,,,,
0a2d18668f851f8c09d88b3e339cead767d15c13049b13966010696b0a9142e6,yUku46DmlK2BEPMaZE92,1705036057,Patty - shouty grandma,american,female,old,intense,characters_animation,generated,,Old American woman with a Loud and boisterous sounding tone.  Great for character in a story.,https://storage.googleapis.com/eleven-public-prod/o8UgP4tcAscn6EXDwTeRPj0ozlr2/voices/yUku46DmlK2BEPMaZE92/d6c0383e-348f-4c29-8407-8141d02e8522.mp3,1385435,19144,0,627,1.0,True,False,False,,,,,,
c8b33ea0fdec4be644fb062b17bcdd3fac4533b45ee3c27a990ead0e589bd7a7,21CxujpA2izHC6XgTymI,1704761850,Beatrice - energetic older female voice,american,female,old,confident,,generated,,Old American woman with active and live voice. Great for storytelling.,https://storage.googleapis.com/eleven-public-prod/wEEKAeCSeBZSdqYiXcgvNykOvKH3/voices/21CxujpA2izHC6XgTymI/b8e4dda8-9b3f-4a55-ab90-4b4f0629e935.mp3,469564,4438,0,145,1.0,True,False,False,,,,,,
11c5d6a405f2ea1c0d647a75dab55c5b69449a86cb897eea8b6df2aeef51890d,XAgoCDXnUkcbMCT12gAd,1704706866,Mamaie,,female,old,wise,,generated,romanian,An old Romanian old woman. Voice is great for telling stories.,https://storage.googleapis.com/eleven-public-prod/dxfIEGFlD3gkffyZ293MKahG49y1/voices/XAgoCDXnUkcbMCT12gAd/aefc8890-6f90-4402-9ed9-355d26869b73.mp3,1349195,8868,0,395,1.0,True,False,False,,,,,,
3e17a650ce2fcfcc835c11e911945bdd94aa23250f8fb78c39de1e025458d560,k9tfrJwHIOEFSLhjCWd5,1704645808,Jenny,british,female,old,formal,entertainment_tv,generated,,Old British Woman with a confident voice. Perfect as a news reader. ,https://storage.googleapis.com/eleven-public-prod/lW2YzHJa1eOZXqscTYeTrHhR1VI3/voices/k9tfrJwHIOEFSLhjCWd5/2002fb60-10fd-4f45-8532-65f0e82a58e0.mp3,604501,6279,0,172,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,3ccpjJKEZpMFMIcjKGzr,1703510268,"Urgathoa - Crisp, Dignified, & Haunting",british,female,old,serious,,generated,,"Urgathoa's voice is a whisper from the past, a crisp articulation that speaks of centuries-old British elegance. Each syllable she utters is wrapped in a dignified air, carrying stories of ancient manors and misty moors. Her haunting timbre lingers in the mind, a ghostly melody that enchants and intrigues, inviting listeners into a world of timeless mystery and grace.",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/3ccpjJKEZpMFMIcjKGzr/72bc9181-457c-40e4-9f3c-a7d2470be628.mp3,396071,8368,0,165,1.0,True,False,False,,,,,,
0bd919c134b0cf918d32017f6ef3f87bd346e6754cf40d9944dcf763e743720b,sQ2lr2hYxVEofB7IqIFi,1703270357,"Your ""favourite"" English teacher",british,female,old,classy,,generated,en,,https://storage.googleapis.com/eleven-public-prod/d6CgKdQkSye6emRLiJNzGAKsT8b2/voices/sQ2lr2hYxVEofB7IqIFi/cc16887b-17c5-4d82-9bc8-31c4171a42d8.mp3,272472,59,0,90,1.0,True,False,False,,,,,,
4ff53b20c22ac93c6e3059476c7d03daba978d4c0bca97536bc05f7fb95150c4,n3goVBXUQvmAJZON7vtF,1703236559,Ava - Old And Deep ,american,female,old,deep,conversational,generated,,An Old American Girl Voice Prefect  For conversational Content. ,https://storage.googleapis.com/eleven-public-prod/VtRLZruZ0sVrmVjviMLYEpj3RTk2/voices/n3goVBXUQvmAJZON7vtF/285dd124-2dbc-43a1-85dc-3195069fd570.mp3,13154067,455700,0,1787,1.0,True,False,False,,,,,,
4ff53b20c22ac93c6e3059476c7d03daba978d4c0bca97536bc05f7fb95150c4,mh6sjQW5PGNyQIL4bEsC,1703236433,Mia - Old And Confident ,american,female,old,confident,entertainment_tv,generated,,An old American woman's voice. Sounds confident and would be great as a news reader. ,https://storage.googleapis.com/eleven-public-prod/VtRLZruZ0sVrmVjviMLYEpj3RTk2/voices/mh6sjQW5PGNyQIL4bEsC/c738c418-1457-4818-bbc0-145a8a5d8620.mp3,1304258,7048,0,351,1.0,True,False,False,,,,,,
a73ca6d475fd58941a94abc1b18ef1bf03492a64774450e0a8d7c3bb48c6e1fd,p9QSgy0OYpLYPPGJGmB1,1703124776,"Alicia - Warm, expressive, posh, old British female",british,female,old,calm,characters_animation,generated,,An old British female voice that's warm and good for nobility characters.,https://storage.googleapis.com/eleven-public-prod/udmG0I9oKegHHyrU3sEvatdvG2p1/voices/p9QSgy0OYpLYPPGJGmB1/9ad14ae6-5918-4d49-85fb-311dc1ec6d0c.mp3,2240393,36639,0,606,1.0,True,False,False,,,,,,
5ec9e52b92a371ff47071c25cdfed44341c28fbd33264e6793773ae6a4778b31,QYKxqAoKlq1fAEIkvXN2,1703032997,"Madison - wise old lady - mother, grandma, aunt",american,female,old,wise,informative_educational,generated,,"Old American woman. A wise lady with the perfect sounding voice of an mother, teacher, reporter.",https://storage.googleapis.com/eleven-public-prod/DA7lAIEDyBfTHHO37W8Bkr4lzDw1/voices/QYKxqAoKlq1fAEIkvXN2/050fe016-5417-4c43-ba53-da00abe0fe57.mp3,2178106,82944,0,650,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,TLqtyQVABL0hCk08NhJm,1701433543,"Kherreonoskelis - Majestic, Profound, & Timeless",british,female,old,wise,,generated,,"Old British female voice, embodying a blend of wisdom, elegance, and timelessness. Her rich, resonant tones carry a depth of experience, perfect for narratives that require a touch of classic sophistication and charm. Kherreonoskelis's voice is ideal for storytelling, documentaries, and projects that demand a touch of British heritage and a sense of enduring grace.",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/TLqtyQVABL0hCk08NhJm/0a23c704-2e64-44dc-9395-93b74b532ce1.mp3,154788,493,0,60,1.0,True,False,False,,,,,,
ebc55c5eda1b3218f480f9221fddc482683561ded4c8ef3bd737eadd4cb1b786,suIOLCiurnF0pyuGnM4m,1699604468,Alice - calm & composed,american,female,old,calm,,generated,,"An old American female voice with calm and composed characteristics Great for nighttime story narrations, audiobook narration, etc.",https://storage.googleapis.com/eleven-public-prod/9Dv3jzCkGMNqEr6RT7qtT9CsIgv1/voices/suIOLCiurnF0pyuGnM4m/b517801a-d162-4644-8864-255b8cddbcd6.mp3,2449161862,62781673,0,3482,1.0,True,False,False,,,,,,
36b58c5e7086239436709a70ded5b021d8bcf9aed915571d657f547414bf3f15,NfQYRtnjZblOOEFPrTDz,1698802724,Florence - Mature Educated,british,female,old,formal,,generated,,An old British woman voice with an educated intonation. Great for conversation.,https://storage.googleapis.com/eleven-public-prod/FTgfQkBx0ofkyQeGUEZlzoPMEMJ2/voices/NfQYRtnjZblOOEFPrTDz/33ef548d-401e-499c-a0e6-b54520d74054.mp3,3700660,3586,0,550,1.0,True,False,False,,,,,,
5d30d4a2ec6598900481a1f72bab23755468fd157c39bf18814bab6fb2f50c59,i34yTJEqzPTYSCs2ikVu,1698466039,Mistress Valerie,british,female,old,calm,characters_animation,generated,,Old British woman with a Calm and confident voice.  Excellent for secondary character personas.,https://storage.googleapis.com/eleven-public-prod/63YWf9FcbyS5PpTayiUUxnQ95Cj2/voices/i34yTJEqzPTYSCs2ikVu/c82bd308-8956-434a-9090-a4ec8e1c5f61.mp3,1861317,43789,0,760,1.0,True,False,False,,,,,,
