public_owner_id,voice_id,date_unix,name,accent,gender,age,descriptive,use_case,category,language,description,preview_url,usage_character_count_1y,usage_character_count_7d,play_api_usage_character_count_1y,cloned_by_count,rate,free_users_allowed,live_moderation_enabled,featured,notice_period,instagram_username,twitter_username,youtube_username,tiktok_username,image_url
3ded1fec1e57d5234f785c330b4263f24950185ab159a8e820da1fe0bb97a164,alMSnmMfBQWEfTP8MRcX,1709739754,Simeon,,male,middle_aged,deep,narrative_story,narrative_story,en,"A middle aged male authoritative, deep, and calm voice. Good for audiobooks and storytelling.",https://storage.googleapis.com/eleven-public-prod/custom/voices/alMSnmMfBQWEfTP8MRcX/KymHtl0CCAp3YZgXZKaW.mp3,102793062,4060539,13334,29172,1.0,True,False,False,180.0,,,,,
3bc23a05653898b03818042c86a4c2fd525b31de133125e117e1652b2ae4e284,LqB03n4OKhdBACxFjR4j,1722127785,"Bateman - Deep, Masculine and Authoritative",american,male,young,casual,narrative_story,narrative_story,en,"Best voice over for your content (shorts, youtube, tiktok, Instagram) and books. This is a smooth voice similar to something like Patrick Bateman from hit tv show American Psycho. He has a chilling, narcissistic and pleasant tone.  ",https://storage.googleapis.com/eleven-public-prod/database/user/s8sNRAj3DjavgW13Zh8I1mmsbwz2/voices/LqB03n4OKhdBACxFjR4j/xMZOhEg6riana8Zdg8x2.mp3,24531297,1192034,63113885,18618,1.0,True,False,False,730.0,,,,,
c813288beb71878052167764459d3da49e9b408fef033e932db92a72842d4c60,sTgjlXyTKe3nwbzzjDAZ,1723985468,Austin the Cowboy,american,male,middle_aged,casual,narrative_story,narrative_story,en,"For all types of voice overs. Over 100k uses, with a proven track record to produce results. Use this for any type of narration, social media or any projects you have. This Cowboy is slightly seductive but also has a cool undertone to him. ",https://storage.googleapis.com/eleven-public-prod/database/user/XrBBDJFXcohOyEKoZUrWswOWQGr1/voices/sTgjlXyTKe3nwbzzjDAZ/2x8Fdn9lnl0pA8g8dnVK.mp3,3429359,635810,0,1607,1.0,True,False,False,730.0,,,,,
2cf26b717d945c156f248a901a321114a7dbbb03f63e5b22ee59fbd88887bcff,Mu5jxyqZOLIGltFpfalg,1709902029,Jameson - Guided Meditation & Narration,american,male,middle_aged,meditative,narrative_story,narrative_story,en,A middle aged American male. Calm and relaxing voice created for guided meditations and relaxed narration.,https://storage.googleapis.com/eleven-public-prod/custom/voices/Mu5jxyqZOLIGltFpfalg/78SKarwck7YWUBk4j5F1.mp3,108862651,2286327,2557,13399,1.0,True,False,False,90.0,,,,,
f441776f9bb056eb2295e030ffce576ee35583946b9d95b273731d9887cb51e9,jB108zg64sTcu1kCbN9L,1707679159,Zeus Epic,american,male,middle_aged,deep,narrative_story,narrative_story,en,"Deep, Confident, Authoritative type - slight raspy  ",https://storage.googleapis.com/eleven-public-prod/custom/voices/jB108zg64sTcu1kCbN9L/haoyTB2GmZRFKTBMZptk.mp3,23062734,593958,4811097,8035,1.0,True,False,False,730.0,,,,,
f87f057c2250691953ac2e6227859706764bd08c88a055a18c74261957885a51,vYENaCJHl4vFKNDYPr8y,1719808344,Riya K. Rao - Professional Voice,indian,female,middle_aged,professional,narrative_story,narrative_story,en,"Riya is the pen name of one of the most professional voice-over artists you will ever hear on ElevenLabs. Her voice has already been a part of major conversational bots in the past. Use it for all your professional and conversational needs, such as social media, documentaries, audiobooks,
corporate videos, and so on.",https://storage.googleapis.com/eleven-public-prod/custom/voices/vYENaCJHl4vFKNDYPr8y/SlJHmXj7gMvZe2nanAnq.mp3,11238500,671060,4985656,5021,1.0,True,False,False,730.0,,,,,
98233113c6702819bb50bd9f6e2f9221ca209ad02bd927d7fd93275800bae458,S9EGwlCtMF7VXtENq79v,1718124962,Emma Taylor,british,female,young,gentle,narrative_story,narrative_story,en,A young British English story teller with a London accent and a soft gentle voice. Perfect for narrations.,https://storage.googleapis.com/eleven-public-prod/custom/voices/S9EGwlCtMF7VXtENq79v/fSwup6qmnRayi9GulbKC.mp3,3704516,290893,0,741,3.0,False,True,False,90.0,,,,,
1dbb59cd306e7c9c4e936e112576957becb7aa1fc5012e977262f2c39c3d9c86,Hbb2NXaf6CKJnlEHYM1D,1713203305,Deep Dave - Low & Confident,american,male,middle_aged,husky,narrative_story,narrative_story,en,"Deep Dave is a calm & collected voice, ready to teach you about the facts of the world.",https://storage.googleapis.com/eleven-public-prod/custom/voices/Hbb2NXaf6CKJnlEHYM1D/uGz8OqGsx3iSLYQLIwRp.mp3,10910109,347787,11294,2549,3.0,False,False,False,730.0,,,,,
bd5d540f51241f9e7e1da8974a09ec052e342d76d88c7ae1ffd583163b31e0ab,1YBpxMFAafA83t7u1xof,1727840693,Hobbs - Casual Narration,american,male,middle_aged,calm,narrative_story,narrative_story,en,A Deep and Calm African American Male voice for narrations.,https://storage.googleapis.com/eleven-public-prod/database/user/CxOdUisZCmbrwscj4IdXsxc4K463/voices/1YBpxMFAafA83t7u1xof/a6bb9ccd-49d2-4f55-9224-2e3aabd2ef3c.mp3,293045,293045,0,223,1.0,True,False,False,730.0,,,,,
e70117aeedd1f2d59cffcc96e42961819238d6ce7ec83e34fad935c7db9e95ec,pjcYQlDFKMbcOUp6F5GD,1721672947,Brittney Hart,american,female,young,calm,narrative_story,narrative_story,en,"A calm and relaxing female voice, ideal for meditation and self-reflection. The tone is smooth and measured, painting a clear picture for the listener with a youthful, vibrant voice. ",https://storage.googleapis.com/eleven-public-prod/custom/voices/pjcYQlDFKMbcOUp6F5GD/5zLsYiRlHlqOzAHAmJT0.mp3,41444079,3460463,76882261,27947,1.0,True,True,False,30.0,,,,,
dc8af50dffac7133235dd9dcf4461faa61fb9349ebf0fce5f2d524e7b3faf125,GpOshR6AeCDz0A9MCHKJ,1728027868,Jade,american,female,young,soft,narrative_story,narrative_story,en,"Young woman, American accent, soft voice, singsongy, whispery quality, slightly breathy, a little vocal fry.  Perfect for audiobooks, meditation, and characters.  Most likely suited for fantasy genre in both adult and children's books.",https://storage.googleapis.com/eleven-public-prod/database/user/uNRuYTIpFmWQCMsf2Ef4tCNqKO83/voices/GpOshR6AeCDz0A9MCHKJ/r9GQy4sWnSWb5TevDqc6.mp3,138760,138760,0,198,1.0,True,True,False,,,,,,
f29b0ef406e04ac2f6410ef9ab2a327efed1d014cc2099aa68b273bae41b48bf,t7jjqLOG6kzCY6SckkfL,1722448340,Tiffany Kim - versatile and engaged narrator,american,female,middle_aged,modulated,narrative_story,narrative_story,en,"A middle-aged Californian with a warm and engaging voice trained on narrating fiction, nonfiction, and cookbooks.",https://storage.googleapis.com/eleven-public-prod/database/user/bbknAXYfvqWIy8DK8P3Twd2mU5u2/voices/t7jjqLOG6kzCY6SckkfL/FKzXFEe2y9OvXTWJGfC7.mp3,25937543,1380234,1383,627,1.0,True,False,False,730.0,,,,,
b6be235a2cedf5966fa8e92fcf4b0deae8a9f4586c39518614d69dcde4e977ba,5l5f8iK3YPeGga21rQIX,1724859123,Adeline,american,female,middle_aged,,narrative_story,narrative_story,en,"A conversational, feminine voice that is perfect for narration.",https://storage.googleapis.com/eleven-public-prod/database/user/9UBBK2XPxwf3pfUgLM9533mhq2n1/voices/5l5f8iK3YPeGga21rQIX/IWGwBNrRKUNn0fVDInY5.mp3,1464497,107460,0,392,1.0,True,True,False,180.0,,,,,
e9a6840c69b79812b77ea81fa11d55aaf80dcf1938fa0137bf7f514f67f75c99,iLzHtPh0bW6RGWRG0Xo5,1713433719,John Doe Gentle,american,male,middle_aged,gentle,narrative_story,narrative_story,en,Middle aged American male voice. Gentle and Calm. Perfect for audiobooks.,https://storage.googleapis.com/eleven-public-prod/database/user/8RYUsFHsalUXjwVG0LjhNwH1j022/voices/iLzHtPh0bW6RGWRG0Xo5/yFMEndYgdns86RhjHkbv.mp3,35835209,817184,14785193,16028,1.0,True,False,False,730.0,,,,,
28c7a086bdabdf83a228e5b03df3953bea9b65270ec28863e549838d362100de,jwjWpCFQUCpnHneBySsF,1718716954,Melina_CTC,american,female,middle_aged,calm,narrative_story,narrative_story,en,"A young female American woman with a calm and warm voice. Soothing tone ideal for narration, audiobooks & meditations.",https://storage.googleapis.com/eleven-public-prod/custom/voices/jwjWpCFQUCpnHneBySsF/4Gp56YHuAJo1JjYKxKEY.mp3,10141640,520477,0,1603,1.0,True,True,False,,,,,,
4e120f88d43f125a4c1f56885db63990e17568c80c5cca2f9f3a6459230fbeb1,XjLkpWUlnhS8i7gGz3lZ,1724381589,David Castlemore - Newsreader and Educator,american,male,middle_aged,formal,narrative_story,narrative_story,en,A clear and crisp middle age professional American voice that is in the style of Broadcast news presenters.  Great for the reader app for long form content. ,https://storage.googleapis.com/eleven-public-prod/database/user/T7bhqxLyENgRaSgfnqhPa6vPSID2/voices/XjLkpWUlnhS8i7gGz3lZ/2foqwf4lPNBPWW27H6du.mp3,28278358,1652707,18354414,17260,1.0,True,False,False,730.0,,,,,
da813947be8106e22d46db974b076cc84a732f25e98f4ed5d1d82d4b274ea5e9,zwqMXWHsKBMIb9RPiWI0,1718655483,Dom - Warm British male voice,british,male,middle_aged,pleasant,narrative_story,narrative_story,en,"A warm, deep male voice with a slight British accent. Perfect for Narration or Audiobooks.",https://storage.googleapis.com/eleven-public-prod/5zFoso1cLOMZaPlqERAsLcn37Mr1/voices/zwqMXWHsKBMIb9RPiWI0/5e405a94-c111-47e6-914d-e18ed02653f7.mp3,9468781,414755,11849,1910,1.0,True,False,False,,,,,,
c813288beb71878052167764459d3da49e9b408fef033e932db92a72842d4c60,QXvh0gQ7KhMcg0fFqq7M,1726784386,Patrick,american,male,young,calm,narrative_story,narrative_story,en,Young American male with a calm tone. Works well for Audiobooks.,https://storage.googleapis.com/eleven-public-prod/database/user/XrBBDJFXcohOyEKoZUrWswOWQGr1/voices/QXvh0gQ7KhMcg0fFqq7M/slzWJRkh5sGRGURd3h8V.mp3,1114902,167677,0,529,1.0,True,False,False,730.0,,,,,
4af011ff3556e6d9fa2a801fee549fb5de141c2daab509635a67c1a7c819e15a,gYntqhKNnRyHGQhHIfyP,1686566188,Mark,british,male,old,deep,narrative_story,narrative_story,,Great voice for history documentaries or audiobooks.,https://storage.googleapis.com/eleven-public-prod/lHja2HgPeCQKtqUxGMUcO9oRNkf1/voices/gYntqhKNnRyHGQhHIfyP/90b28432-9581-4b4a-b298-d14618babde4.mp3,111932517,2175215,14897,20804,1.0,True,False,False,,,,,,
61b29671e8a0d7c73412027e763810380b88ac716e02b6698bf7fbe25178a4a3,H1GhCI6GEKiSXZcwmUkc,1726749977,Vivie 2 Upbeat,american,female,middle_aged,upbeat,narrative_story,narrative_story,en,"Upbeat mature adult, Midwestern to General American accent, perfect for nonfiction narrations, podcasts, and other long form projects.",https://storage.googleapis.com/eleven-public-prod/database/user/pnwfnjqBHSTINueFJUos6cf1BII2/voices/H1GhCI6GEKiSXZcwmUkc/09c81159-eb85-4135-8306-c89b67d964d7.mp3,1938024,963443,0,1989,1.0,True,False,True,90.0,,,,,
0d525f5fff279dd3549f62ac39989b6b661a8b4a840d9beba233311ef6240520,kCx3Qoh3lfILbbTZftSq,1714652658,Natasha - Sultry Velvety Magnetic Versatile ,american,female,middle_aged,crisp,narrative_story,narrative_story,en,"A captivating female American voice that's great for versatile use - lectures, audiobooks, storytelling, meditation, voice acting, commercial. ",https://storage.googleapis.com/eleven-public-prod/custom/voices/kCx3Qoh3lfILbbTZftSq/vKxx7DCm0utvHawnXEBR.mp3,3936296,114526,0,1255,3.0,False,False,False,180.0,,,,,
9214c228369d78a4201c47897c5f0ae5a0a131cde4f51532060a37ea5d7ebd1a,Z3R5wn05IrDiVCyEkUrK,1720413964,Arabella,american,female,young,gentle,narrative_story,narrative_story,en,"A young, mature female narrator with a mysterious and emotive tone, perfect for fantasy, romance, urban fantasy, and wellness.",https://storage.googleapis.com/eleven-public-prod/vkjueGLSA9PX5LQZ86Iuq5jIWpr1/voices/Z3R5wn05IrDiVCyEkUrK/346f2b68-fd2d-43d3-87ba-bb5f829236ca.mp3,3150067,198489,0,667,1.0,True,False,False,,,,,,
19fe00ece56619e07459fdd2104c872839ce539d6beb97a0250191fae3121576,dDcOHON3b3tEfGChHTCm,1687681273,ADAM v2,american,male,young,formal,narrative_story,narrative_story,,Young American male with a formal and precise voice that works well for storytelling.,https://storage.googleapis.com/eleven-public-prod/21EHOpCpDMOQhKNMRI94rNioulW2/voices/dDcOHON3b3tEfGChHTCm/3e6ba452-281c-45ac-b99d-87b3a0c4ae25.mp3,5190848,465333,0,2998,1.0,True,False,False,,,,,,
648f4b59ca87b830788ecfcba8a2473b937e77f8a62b6e651c2251b366e1e807,Oq0cIHWGcnbOGozOQv0t,1717203891,Vidhi - Young & Bold,indian,female,young,professional,narrative_story,narrative_story,en,"Indian Young & Bold Female Voice, Great for narrations.",https://storage.googleapis.com/eleven-public-prod/J7muYH0YzgXnuAhAb9YSzifwqbi2/voices/Oq0cIHWGcnbOGozOQv0t/f8e105ad-d78f-46fb-8b39-3f803d09e1d8.mp3,7970583,372297,0,1370,1.0,True,True,False,730.0,,,,,
6a20ca3247597c8cba0cc95300d78729718687a4aa1082a33901703cead6825c,09AoN6tYyW3VSTQqCo7C,1710003651,Jessi,american,female,young,pleasant,narrative_story,narrative_story,en,"A pleasant mid-20s American female voice. Confident and casual. Perfect for news, corporate videos, faceless videos, audio narration, and more.",https://storage.googleapis.com/eleven-public-prod/custom/voices/09AoN6tYyW3VSTQqCo7C/kcwjIEhj1vqIC05nQ8a3.mp3,44727867,1477602,5133,8701,1.0,True,False,False,730.0,,,,,
dbc9ee7a9036b3dc27f53d4648015116b4a7a96a57f88745f428fabce8f6aa65,sqKolhsSkFxXmIRNFg2m,1709730359,Zoe Drake - Professional,british,female,middle_aged,confident,narrative_story,narrative_story,en,"A young to middle-aged female voice with a subtle British accent, ideal for engaging storytelling, vivid narration, or character portrayal.",https://storage.googleapis.com/eleven-public-prod/custom/voices/sqKolhsSkFxXmIRNFg2m/7VtAAp8zVvMppJbLWghj.mp3,13413397,175722,0,2459,1.0,True,False,False,90.0,,,,,
95e7935f31f209326e8bbd4ec2ebbd05ce34d72c04dac7da2d5b9d422ea05caf,uju3wxzG5OhpWcoi3SMy,1713432656,Michael C. Vincent,american,male,middle_aged,confident,narrative_story,narrative_story,en,"A calm, confident and enthusiastic middle-aged male voice. Warm bass tones and crisp high tones. Delivery is articulate intelligent and vibrant. The voice is used for voiceovers and educational narrations. ",https://storage.googleapis.com/eleven-public-prod/custom/voices/uju3wxzG5OhpWcoi3SMy/ixYUu11jiy8LIVZidnvA.mp3,119817830,6921659,77135789,32333,1.0,True,False,False,90.0,,,,,
a592bf0afee6676cffcaeeaa88f4df871920a6f7e073265abc4a677fe0b9bf46,sjwRAsCdMJodJszgJ6Ks,1710721388,Anthony Francis,american,male,young,casual,narrative_story,narrative_story,en,Young American male voice. Works well for Audiobooks.,https://storage.googleapis.com/eleven-public-prod/custom/voices/sjwRAsCdMJodJszgJ6Ks/2aS1FpA3UqupRomSKCDK.mp3,39418767,1222410,37389,4912,1.0,True,False,False,180.0,,,,,
e94338975d3f37e720de945a8c916f7b4243b4b7857ac17ca0fed2c7c30ec43e,ddiq1IkwhtAlQgobNKtj,1720885705,Ocean • Monotonous Voice,american,male,middle_aged,calm,narrative_story,narrative_story,en,Yogi Voice for Guided Meditations and Philosophical Storytelling.,https://storage.googleapis.com/eleven-public-prod/custom/voices/ddiq1IkwhtAlQgobNKtj/tfgnuOAvJkbOTbb9NtNo.mp3,5411270,245619,0,533,1.0,True,False,False,,,,,,
ec7e32559d497b5578cf8d3111efd59b6c0a5611bc0f825c218d87ed0b1a2c9d,BNgbHR0DNeZixGQVzloa,1712148191,David - British Storyteller,british,male,old,deep,narrative_story,narrative_story,en,An old British male with a deep Voice. Perfect for Storytelling & Narration.,https://storage.googleapis.com/eleven-public-prod/custom/voices/BNgbHR0DNeZixGQVzloa/40VSLvxrLAkmQgyrEA4t.mp3,80788186,2728090,16234143,7624,3.0,False,False,False,90.0,,,,,
f87f057c2250691953ac2e6227859706764bd08c88a055a18c74261957885a51,siw1N9V8LmYeEWKyWBxv,1715621246,Ruhaan - Clean narration voice,indian,male,middle_aged,modulated,narrative_story,narrative_story,en,"Ruhaan is a pen name of an Indian artist who has spent decades in front of the camera. You will see that experience in his voice, which is beautiful for creating ads, social media content, audiobooks, and also for having engaging conversations.",https://storage.googleapis.com/eleven-public-prod/custom/voices/siw1N9V8LmYeEWKyWBxv/0Mwz5omrafVUHb5OU3du.mp3,11849853,378790,3554563,3189,1.0,True,False,False,730.0,,,,,
e9a6840c69b79812b77ea81fa11d55aaf80dcf1938fa0137bf7f514f67f75c99,GcPTBXiuIz3xYDstbCNX,1718380098,John Martin - Funny,american,male,middle_aged,excited,narrative_story,narrative_story,en,A funny middle aged voice. Perfect for Audiobooks. ,https://storage.googleapis.com/eleven-public-prod/custom/voices/GcPTBXiuIz3xYDstbCNX/OfYwZLi7BnvtlYYhO7aD.mp3,4710744,805597,1617,997,1.0,True,False,False,730.0,,,,,
a4738c3b530f4b96ed539ef7d917614e30f71b80fd29621fae1ddeacd9d490f0,YFyXBsDWeABIZc7sV26r,1723117333,Ash,american,female,young,childish,narrative_story,narrative_story,en,"A soothing motherly, storytelling type voice. A young female adult with an American accent. Happy emotion and a soothing and bubbly style to the voice. A great match for reading a kids book!",https://storage.googleapis.com/eleven-public-prod/database/user/r8ytpsbzUiOi8TyGiu5ImtzvLNj2/voices/YFyXBsDWeABIZc7sV26r/52839397-233d-4502-99b9-d09a5665b602.mp3,563561,68983,0,636,1.0,True,False,False,730.0,,,,,
c935dadd514b81704e98dc493673907a0e10a043d6372cd9a71a582a01cf6dff,jNoQBSsAUV0DpAYKDl4u,1726606460,Priyam - Deep Indian Voice,indian,male,young,deep,narrative_story,narrative_story,en,"A 22-year-old Indian male with really deep voice filled with enthusiasm, perfect for a Ted Talk or podcast.",https://storage.googleapis.com/eleven-public-prod/database/user/bxFmZrt1aOczndInBaaVvufVTv53/voices/jNoQBSsAUV0DpAYKDl4u/7sEh4YycGmMkFBIPdzRW.mp3,1011447,218530,0,529,1.0,True,False,False,,,,,,
5ff04600a0b43b5166e9d5a9df7881b9227c2f76af681b730adfe8dfe1a32f2d,BL7YSL1bAkmW8U0JnU8o,1718317325,Jen - Soothing Gentle Thoughtful Melancholy ,american,female,middle_aged,calm,narrative_story,narrative_story,en,"A calm, somber, thoughtful, reflective, velvety, melancholy voice with mid-deep tones. Good for poetry, meditation, and narration. ",https://storage.googleapis.com/eleven-public-prod/custom/voices/BL7YSL1bAkmW8U0JnU8o/d9fAgqOb2F3FsL6W3Lhb.mp3,4881594,597487,0,877,1.0,False,False,False,180.0,,,,,
63e1dfe7d818fe0b50072f85760c01a2e5dd046f17c2f97f74affea61d4b0e15,0Om2msvmfCOTeKRdDnRC,1717275498,Robert - Crime horror storyteller ,american,male,old,serious,narrative_story,narrative_story,,"Deep, strong, old, Slow horror narrator voice. ",https://storage.googleapis.com/eleven-public-prod/kYMXeTxNm0R4R6cUOvoHIzmcumh2/voices/0Om2msvmfCOTeKRdDnRC/0e9e372f-623d-4790-ad8c-c2711a01ff21.mp3,14459218,1817932,0,2998,1.0,True,False,False,,,,,,
d31e06d17043145206a20ad568d09f3c14c866fe6983284147554506d321b2b6,bR6Nk35pbfxyioDkcvW4,1711021635,Bedlam,british,male,old,calm,narrative_story,narrative_story,,Old British man. Has a calm & relaxed tone. Great for Storytelling,https://storage.googleapis.com/eleven-public-prod/P2oeYx3KYYeWBYQiI4RX47w1WB43/voices/bR6Nk35pbfxyioDkcvW4/2ff6877d-6c56-4deb-a4d0-9c7bb90d9a9f.mp3,9692967,492722,0,2493,1.0,True,False,False,,,,,,
386ea61805bd71a9bdc19befb58b2aae57a1d0ef54269b61c509b97972701b63,ALY2WaJPY0oBJlqpQbfW,1719420216,Noah - scary story voice,american,male,middle_aged,chill,narrative_story,narrative_story,,Middle aged male voice. Works well for narrating Scary stories.,https://storage.googleapis.com/eleven-public-prod/M0qohtrkpRehmRJUnj2hMxWlsdy1/voices/ALY2WaJPY0oBJlqpQbfW/6cca3fec-33f9-4a24-9640-486ae65d11b6.mp3,4483684,478026,0,1056,1.0,True,False,False,,,,,,
136bd2e434bb08ce5b50747c65171702a2d4b515cdd0f3bbfcf846459fb4000c,UDoSXdwuEuC59qu2AfUo,1719466677,Katie Brown,british,female,middle_aged,calm,narrative_story,narrative_story,en,Middle-aged Female with British accent. Great for Narrations.,https://storage.googleapis.com/eleven-public-prod/IgwDilkCraOI2af1CUCpv8HWGFt1/voices/UDoSXdwuEuC59qu2AfUo/1c22c63d-e09a-4704-bfb3-18c7f42646dd.mp3,3236117,231051,0,622,2.0,False,False,False,90.0,,,,,
836701f99bab484f5e1bff8e9df42d970fe56c858d8b9d99ea8443e7dffede63,ksWHnl0TUhFwuLbukqBl,1691038090,Margareth,australian,female,old,husky,narrative_story,narrative_story,,A strong and mature voice.,https://storage.googleapis.com/eleven-public-prod/nEuqdw9r52P6G0TUAV73G0Ajpfu1/voices/ksWHnl0TUhFwuLbukqBl/f01cefa6-9a4a-4f61-b208-aa986c401093.mp3,7304864,356505,0,1345,1.0,True,False,False,,,,,,
f87f057c2250691953ac2e6227859706764bd08c88a055a18c74261957885a51,sXXU5CoXEMsIqocfPUh2,1719845301,Yash A Malhotra - Warm & Friendly,indian,male,middle_aged,modulated,conversational,conversational,en,"This voice, brimming with energy, makes it ideal for engaging social media presence, ads, chatbots, audiobooks, podcasts, etc.",https://storage.googleapis.com/eleven-public-prod/custom/voices/sXXU5CoXEMsIqocfPUh2/W0exs7yGL0OayYgDdJH7.mp3,1100683,174385,0,675,1.0,True,False,False,730.0,,,,,
